Index,symbol,company_Name,macro,sector,industry,basic_Industry, last_Price , total_Market_Cap , free_float
555,GANESHBE,Ganesh Benzoplast Limited,Energy,Oil Gas & Consumable Fuels,Oil,Oil Storage & Transportation, 167.50 ," 114,083.28 "," 52,478.31 "
1035,MANGCHEFER,Mangalore Chemicals & Fertilizers Limited,Commodities,Chemicals,Fertilizers & Agrochemicals,Fertilizers, 154.25 ," 182,809.62 "," 65,811.46 "
680,HERCULES,Hercules Hoists Limited,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products, 428.95 ," 137,264.00 "," 34,316.00 "
1668,SYNCOMF,Syncom Formulations (India) Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals, 15.35 ," 144,290.00 "," 70,702.10 "
1137,NACLIND,NACL Industries Limited,Commodities,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals, 74.60 ," 148,418.08 "," 28,199.43 "
1806,UTTAMSUGAR,Uttam Sugar Mills Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar, 355.55 ," 135,600.09 "," 36,612.02 "
1467,SANDUMA,Sandur Manganese & Iron Ores Limited,Energy,Oil Gas & Consumable Fuels,Consumable Fuels,Coal," 3,202.85 "," 864,956.00 "," 224,888.56 "
933,KOKUYOCMLN,Kokuyo Camlin Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Household Products,Stationary, 142.50 ," 142,932.92 "," 34,303.90 "
1136,MVGJL,Manoj Vaibhav Gems N Jewellers Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Gems Jewellery And Watches, 311.00 ," 151,915.54 "," 27,344.80 "
1889,XCHANGING,Xchanging Solutions Limited,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting, 110.25 ," 122,822.60 "," 30,705.65 "
1710,TEXINFRA,Texmaco Infrastructure & Holdings Limited,Diversified,Diversified,Diversified,Diversified, 117.90 ," 150,235.95 "," 51,080.22 "
1796,UNIVCABLES,Universal Cables Limited,Industrials,Capital Goods,Industrial Products,Cables - Electricals, 490.25 ," 156,830.13 "," 48,617.34 "
1876,WHEELS,Wheels India Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments, 708.00 ," 172,985.72 "," 69,194.29 "
452,DPABHUSHAN,D. P. Abhushan Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Gems Jewellery And Watches, 730.00 ," 162,460.41 "," 40,615.10 "
1547,SICALLOG,Sical Logistics Limited,Services,Services,Transport Services,Logistics Solution Provider, 272.70 ," 177,934.24 ", -   
1674,TALBROAUTO,Talbros Automotive Components Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments, 274.10 ," 169,196.86 "," 69,370.71 "
1421,ROSSELLIND,Rossell India Limited,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense, 452.50 ," 170,576.55 "," 40,938.37 "
747,IGARASHI,Igarashi Motors India Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments, 543.85 ," 171,177.06 "," 42,794.27 "
1866,WEBELSOLAR,Websol Energy System Limited,Industrials,Capital Goods,Electrical Equipment,Other Electrical Equipment, 331.00 ," 139,703.01 "," 100,586.17 "
1654,SURYODAY,Suryoday Small Finance Bank Limited,Financial Services,Financial Services,Banks,Other Bank, 163.10 ," 173,152.75 "," 77,918.74 "
1858,VSSL,Vardhman Special Steels Limited,Industrials,Capital Goods,Industrial Products,Iron & Steel Products, 213.70 ," 173,756.43 "," 48,651.80 "
1168,NELCO,NELCO Limited,Information Technology,Information Technology,IT - Hardware,Computers Hardware & Equipments, 821.50 ," 187,453.16 "," 84,353.92 "
1036,MANGLMCEM,Mangalam Cement Limited,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products, 673.00 ," 185,056.82 "," 116,585.79 "
928,KITEX,Kitex Garments Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels, 221.95 ," 147,596.75 "," 63,466.60 "
1566,SJS,S.J.S. Enterprises Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments, 567.15 ," 176,031.47 "," 137,304.55 "
1825,VERANDA,Veranda Learning Solutions Limited,Consumer Discretionary,Consumer Services,Other Consumer Services,E-Learning, 282.70 ," 195,621.46 "," 70,423.73 "
1893,YASHO,Yasho Industries Limited,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals," 1,635.00 "," 186,376.92 "," 52,185.54 "
1740,TNPL,Tamil Nadu Newsprint & Papers Limited,Commodities,Forest Materials,Paper Forest & Jute Products,Paper & Paper Products, 303.00 ," 209,708.12 "," 111,145.30 "
1698,TCPLPACK,TCPL Packaging Limited,Industrials,Capital Goods,Industrial Products,Packaging," 2,144.95 "," 195,190.45 "," 81,979.99 "
1515,SHAILY,Shaily Engineering Plastics Limited,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial, 322.05 ," 147,716.32 "," 82,721.14 "
1713,TFCILTD,Tourism Finance Corporation of India Limited,Financial Services,Financial Services,Finance,Financial Institution, 199.00 ," 179,841.17 "," 143,872.94 "
1817,VASCONEQ,Vascon Engineers Limited,Industrials,Construction,Construction,Civil Construction, 86.35 ," 191,107.33 "," 116,575.47 "
1447,SADHNANIQ,Sadhana Nitrochem Limited,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals, 87.00 ," 214,940.85 "," 55,884.62 "
1496,SDBL,Som Distilleries & Breweries Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Beverages,Breweries & Distilleries, 277.00 ," 214,704.15 "," 137,410.66 "
1831,VIDHIING,Vidhi Specialty Food Ingredients Limited,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals, 410.00 ," 204,774.50 "," 71,671.07 "
1848,VISHNU,Vishnu Chemicals Limited,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals, 321.00 ," 210,342.30 "," 65,206.11 "
1718,THEJO,Thejo Engineering Limited,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products," 1,850.05 "," 199,080.64 "," 85,604.68 "
923,KIRIINDUS,Kiri Industries Limited,Commodities,Chemicals,Chemicals & Petrochemicals,Dyes And Pigments, 403.00 ," 208,891.87 "," 152,491.07 "
1598,SPIC,Southern Petrochemicals Industries Corporation  Limited,Commodities,Chemicals,Fertilizers & Agrochemicals,Fertilizers, 86.25 ," 175,639.79 "," 80,794.30 "
1719,THEMISMED,Themis Medicare Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals, 226.05 ," 208,028.62 "," 66,569.16 "
1104,MOL,Meghmani Organics Limited,Commodities,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals, 84.75 ," 215,531.29 "," 109,920.96 "
827,JAGRAN,Jagran Prakashan Limited,Consumer Discretionary,Media Entertainment & Publication,Media,Print Media, 99.30 ," 216,130.69 "," 67,000.51 "
1041,MANORAMA,Manorama Industries Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Other Food Products," 1,957.85 "," 233,372.00 "," 81,680.20 "
1064,MBAPL,Madhya Bharat Agro Products Limited,Commodities,Chemicals,Fertilizers & Agrochemicals,Fertilizers, 279.00 ," 244,479.16 "," 63,564.58 "
300,CAPACITE,Capacit'e Infraprojects Limited,Industrials,Construction,Construction,Civil Construction, 270.00 ," 228,430.92 "," 100,509.60 "
1808,VADILALIND,Vadilal Industries Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Dairy Products," 2,900.00 "," 208,447.07 "," 70,872.00 "
775,INDOSTAR,IndoStar Capital Finance Limited,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC), 207.15 ," 256,887.40 "," 64,221.85 "
1891,XPROINDIA,Xpro India Limited,Industrials,Capital Goods,Industrial Products,Packaging," 1,172.00 "," 242,278.55 "," 92,065.85 "
1734,TIRUMALCHM,Thirumalai Chemicals Limited,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals, 238.85 ," 244,554.02 "," 139,395.79 "
813,IRMENERGY,IRM Energy Limited,Energy,Oil Gas & Consumable Fuels,Gas,LPG/CNG/PNG/LNG Supplier, 508.95 ," 208,973.23 "," 39,704.91 "
1531,SHK,S H Kelkar and Company Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Personal Products,Personal Care, 173.15 ," 239,675.62 "," 74,299.44 "
1565,SIYSIL,Siyaram Silk Mills Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products, 529.45 ," 240,211.93 "," 76,867.82 "
220,BARBEQUE,Barbeque Nation Hospitality Limited,Consumer Discretionary,Consumer Services,Leisure Services,Restaurants, 608.00 ," 237,406.97 "," 130,573.83 "
921,KINGFA,Kingfa Science & Technology (India) Limited,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial," 2,140.00 "," 259,163.87 "," 64,790.97 "
1873,WENDT,Wendt (India) Limited,Industrials,Capital Goods,Industrial Products,Abrasives & Bearings," 12,699.95 "," 253,999.00 "," 60,959.76 "
1792,UNIPARTS,Uniparts India Limited,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products, 565.30 ," 255,141.13 "," 84,196.57 "
1860,VSTTILLERS,V.S.T Tillers Tractors Limited,Industrials,Capital Goods,Agricultural Commercial & Construction Vehicles,Tractors," 3,354.80 "," 289,838.89 "," 127,529.11 "
1856,VPRPL,Vishnu Prakash R Punglia Limited,Industrials,Construction,Construction,Civil Construction, 213.90 ," 266,613.52 "," 47,990.43 "
1466,SANDHAR,Sandhar Technologies Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments, 463.00 ," 278,682.98 "," 83,604.89 "
1697,TCNSBRANDS,TCNS Clothing Co. Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels, 400.55 ," 253,191.33 "," 45,574.44 "
1623,STYLAMIND,Stylam Industries Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Plywood Boards/ Laminates," 1,629.00 "," 276,083.90 "," 113,194.40 "
1001,LUMAXTECH,Lumax Auto Technologies Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments, 366.95 ," 250,104.70 "," 110,046.07 "
1624,STYRENIX,Styrenix Performance Materials Limited,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals," 1,550.00 "," 272,577.19 "," 100,853.56 "
1895,YATRA,Yatra Online Limited,Consumer Discretionary,Consumer Services,Leisure Services,Tour Travel Related Services, 172.00 ," 269,895.85 "," 51,280.21 "
762,INDIAGLYCO,India Glycols Limited,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals, 887.00 ," 274,628.51 "," 104,358.83 "
1898,ZAGGLE,Zaggle Prepaid Ocean Services Limited,Information Technology,Information Technology,IT - Services,IT Enabled Services, 217.10 ," 265,072.06 "," 42,411.53 "
1399,REPCOHOME,Repco Home Finance Limited,Financial Services,Financial Services,Finance,Housing Finance Company, 395.05 ," 247,148.66 "," 155,703.66 "
456,DREAMFOLKS,Dreamfolks Services Limited,Services,Services,Transport Infrastructure,Airport & Airport services, 552.00 ," 292,703.03 "," 99,519.03 "
212,BANARISUG,Bannari Amman Sugars Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar," 2,427.00 "," 304,338.52 "," 63,911.09 "
955,KSL,Kalyani Steels Limited,Industrials,Capital Goods,Industrial Products,Iron & Steel Products, 587.50 ," 256,461.73 "," 89,761.60 "
1838,VINDHYATEL,Vindhya Telelinks Limited,Telecommunication,Telecommunication,Telecom - Services,Telecom - Infrastructure," 2,443.00 "," 289,516.58 "," 133,177.63 "
1777,UFLEX,UFLEX Limited,Industrials,Capital Goods,Industrial Products,Packaging, 467.70 ," 337,733.12 "," 101,319.94 "
1569,SKIPPER,Skipper Limited,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment, 239.00 ," 269,919.99 "," 75,577.60 "
1770,TVSSRICHAK,TVS Srichakra Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Tyres & Rubber Products," 4,533.00 "," 347,094.08 "," 183,959.86 "
1485,SBCL,Shivalik Bimetal Controls Limited,Industrials,Capital Goods,Industrial Products,Iron & Steel Products, 570.00 ," 328,343.94 "," 157,605.09 "
536,FLAIR,Flair Writing Industries Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Household Products,Stationary, 322.35 ," 339,742.00 "," 44,166.46 "
1894,YATHARTH,Yatharth Hospital & Trauma Care Services Limited,Healthcare,Healthcare,Healthcare Services,Hospital, 380.50 ," 326,660.14 "," 75,131.83 "
1517,SHALBY,Shalby Limited,Healthcare,Healthcare,Healthcare Services,Hospital, 308.00 ," 332,670.09 "," 83,167.52 "
1680,TASTYBITE,Tasty Bite Eatables Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Packaged Foods," 13,639.00 "," 349,976.74 "," 83,994.42 "
436,DISHTV,Dish TV India Limited,Consumer Discretionary,Media Entertainment & Publication,Entertainment,TV Broadcasting & Software Production, 19.05 ," 350,759.28 "," 252,546.68 "
710,HMAAGRO,HMA Agro Industries Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Meat Products including Poultry, 66.20 ," 331,509.59 "," 53,041.53 "
1126,MUFIN,Mufin Green Finance Limited,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC), 208.65 ," 315,051.43 "," 126,020.57 "
1853,VMART,V-Mart Retail Limited,Consumer Discretionary,Consumer Services,Retailing,Diversified Retail," 2,069.10 "," 409,198.15 "," 229,150.96 "
1636,SUNDARMHLD,Sundaram Finance Holdings Limited,Financial Services,Financial Services,Finance,Investment Company, 168.55 ," 374,356.06 "," 157,229.54 "
1609,SSWL,Steel Strips Wheels Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments, 279.00 ," 437,832.82 "," 91,944.89 "
1639,SUNFLAG,Sunflag Iron And Steel Company Limited,Commodities,Metals & Mining,Ferrous Metals,Iron & Steel, 232.65 ," 419,280.55 "," 155,133.80 "
1724,TI,Tilaknagar Industries Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Beverages,Breweries & Distilleries, 239.70 ," 461,132.71 "," 230,566.35 "
1862,WABAG,VA Tech Wabag Limited,Utilities,Utilities,Other Utilities,Water Supply & Management, 603.60 ," 375,381.42 "," 304,058.95 "
1207,NUCLEUS,Nucleus Software Exports Limited,Information Technology,Information Technology,IT - Software,Software Products," 1,619.90 "," 433,701.08 "," 112,762.28 "
851,JISLJALEQS,Jain Irrigation Systems Limited,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial, 64.15 ," 428,180.44 "," 231,217.44 "
1700,TDPOWERSYS,TD Power Systems Limited,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment, 273.50 ," 427,125.23 "," 277,631.40 "
1677,TARC,Anant Raj Global Limited,Consumer Discretionary,Realty,Realty,Residential Commercial Projects, 154.00 ," 454,448.36 "," 154,512.44 "
1888,WSTCSTPAPR,West Coast Paper Mills Limited,Commodities,Forest Materials,Paper Forest & Jute Products,Paper & Paper Products, 728.00 ," 480,836.05 "," 201,951.14 "
424,DHANUKA,Dhanuka Agritech Limited,Commodities,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals," 1,200.00 "," 546,939.89 "," 158,612.57 "
751,IIFLSEC,IIFL Securities Limited,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied, 173.40 ," 532,761.03 "," 175,811.14 "
1885,WONDERLA,Wonderla Holidays Limited,Consumer Discretionary,Consumer Services,Leisure Services,Amusement Parks/ Other Recreation, 849.90 ," 480,816.64 "," 144,244.99 "
1695,TCIEXP,TCI Express Limited,Services,Services,Transport Services,Logistics Solution Provider," 1,328.00 "," 509,095.24 "," 152,728.57 "
1645,SUPRAJIT,Suprajit Engineering Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments, 392.40 ," 543,215.43 "," 298,768.49 "
744,IFBIND,IFB Industries Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Household Appliances," 1,230.00 "," 498,381.19 "," 124,595.30 "
1629,SULA,Sula Vineyards Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Beverages,Breweries & Distilleries, 657.00 ," 554,505.56 "," 327,158.28 "
1859,VSTIND,VST Industries Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Cigarettes & Tobacco Products,Cigarettes & Tobacco Products," 3,500.00 "," 540,467.20 "," 183,758.85 "
735,ICRA,ICRA Limited,Financial Services,Financial Services,Capital Markets,Ratings," 5,544.00 "," 535,064.25 "," 256,830.84 "
1726,TIIL,Technocraft Industries (India) Limited,Industrials,Capital Goods,Industrial Products,Iron & Steel Products," 2,400.00 "," 551,080.49 "," 137,770.12 "
1621,STLTECH,Sterlite Technologies Limited,Telecommunication,Telecommunication,Telecom - Services,Other Telecom Services, 136.95 ," 546,500.43 "," 245,925.19 "
1857,VRLLOG,VRL Logistics Limited,Services,Services,Transport Services,Logistics Solution Provider, 721.00 ," 630,647.85 "," 252,259.14 "
987,LLOYDSENGG,LLOYDS ENGINEERING WORKS LIMITED,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products, 49.20 ," 561,836.49 "," 224,734.60 "
1185,NIITMTS,NIIT Learning Systems Limited,Consumer Discretionary,Consumer Services,Other Consumer Services,Education, 428.20 ," 578,453.96 "," 352,856.92 "
1832,VIJAYA,Vijaya Diagnostic Centre Limited,Healthcare,Healthcare,Healthcare Services,Healthcare Service Provider, 649.50 ," 664,494.61 "," 299,022.57 "
1667,SYMPHONY,Symphony Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Consumer Electronics, 929.70 ," 641,093.23 "," 147,451.44 "
1884,WOCKPHARMA,Wockhardt Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals, 456.00 ," 657,102.72 "," 295,696.22 "
408,DEEPAKFERT,Deepak Fertilizers And Petrochemicals Corporation Limited,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals, 635.30 ," 801,988.90 "," 425,054.12 "
1781,UJJIVAN,Ujjivan Financial Services Limited,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC), 554.70 ," 675,386.47 "," 628,109.42 "
856,JKPAPER,JK Paper Limited,Commodities,Forest Materials,Paper Forest & Jute Products,Paper & Paper Products, 420.00 ," 711,489.84 "," 320,170.43 "
1905,ZENTEC,Zen Technologies Limited,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense, 729.00 ," 612,682.66 "," 226,692.58 "
1564,SIS,SIS LIMITED,Services,Services,Commercial Services & Supplies,Diversified Commercial Services, 521.00 ," 750,763.03 "," 210,213.65 "
824,IWEL,Inox Wind Energy Limited,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment," 5,361.15 "," 645,888.46 "," 180,848.77 "
767,INDIASHLTR,India Shelter Finance Corporation Limited,Financial Services,Financial Services,Finance,Housing Finance Company, 574.85 ," 615,383.46 "," 110,769.02 "
204,BALAMINES,Balaji Amines Limited,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals," 2,360.10 "," 764,696.00 "," 244,702.72 "
1827,VESUVIUS,Vesuvius India Limited,Industrials,Capital Goods,Industrial Products,Electrodes & Refractories," 3,495.00 "," 709,348.00 "," 312,113.12 "
