"Index","symbol","company_Name","is_in_FNO","macro","sector","industry","basic_Industry","last_Price","vwap","total_Market_Cap","free_float","sector_member","date"
"156","ASTEC","Astec LifeSciences Limited","false","Commodities","Chemicals","Fertilizers & Agrochemicals","Pesticides & Agrochemicals","895","896.33","175502.39","57915.79","NIFTY 500","16FEB2024"
"157","ASTERDM","Aster DM Healthcare Limited","false","Healthcare","Healthcare","Healthcare Services","Hospital","469.05","476.89","2342966.01","538882.18","NIFTY PHARMA","16FEB2024"
"158","ASTRAL","Astral Limited","true","Industrials","Capital Goods","Industrial Products","Plastic Products - Industrial","1967","1969.13","5283893.27","2324913.04","NIFTY 500","16FEB2024"
"159","ASTRAMICRO","Astra Microwave Products Limited","false","Industrials","Capital Goods","Aerospace & Defense","Aerospace & Defense","674","662.87","639929.35","569537.12","NIFTY INFRASTRUCTURE","16FEB2024"
"160","ASTRAZEN","AstraZeneca Pharma India Limited","false","Healthcare","Healthcare","Pharmaceuticals & Biotechnology","Pharmaceuticals","5500","5497.02","1375000","343750","NIFTY PHARMA","16FEB2024"
"161","ASTRON","Astron Paper & Board Mill Limited","false","Commodities","Forest Materials","Paper Forest & Jute Products","Paper & Paper Products","31.5","31.41","14647.5","10692.67","NIFTY 500","16FEB2024"
"162","ATALREAL","Atal Realtech Limited","false","Consumer Discretionary","Realty","Realty","Residential Commercial Projects","15.8","15.71","11693.58","5963.73","","16FEB2024"
"163","ATAM","Atam Valves Limited","false","Industrials","Capital Goods","Industrial Manufacturing","Industrial Products","174","173.49","18353.52","4771.92","","16FEB2024"
"164","ATFL","Agro Tech Foods Limited","false","Fast Moving Consumer Goods","Fast Moving Consumer Goods","Agricultural Food & other Products","Edible Oil","877.25","888.24","213779.37","100476.3","NIFTY FMCG","16FEB2024"
"165","ATGL","Adani Total Gas Limited","false","Energy","Oil Gas & Consumable Fuels","Gas","LPG/CNG/PNG/LNG Supplier","1006.3","1010.54","11067388.87","2766847.22","","16FEB2024"
"166","ATL","Allcargo Terminals Limited","false","Services","Services","Transport Infrastructure","Port & Port services","63.6","63.55","156262.35","46878.71","NA","16FEB2024"
"167","ATLANTAA","ATLANTAA LIMITED","false","Industrials","Construction","Construction","Civil Construction","22.6","22.79","18419","5157.32","","16FEB2024"
"168","ATUL","Atul Limited","true","Commodities","Chemicals","Chemicals & Petrochemicals","Specialty Chemicals","6359.05","6395.27","1872215.92","1010996.6","NIFTY 500","16FEB2024"
"169","ATULAUTO","Atul Auto Limited","false","Industrials","Capital Goods","Agricultural Commercial & Construction Vehicles","Commercial Vehicles","555.1","559.69","154047.36","55457.05","NIFTY AUTO","16FEB2024"
"170","AUBANK","AU Small Finance Bank Limited","true","Financial Services","Financial Services","Banks","Other Bank","582.4","582.59","3895560.07","2804803.25","NIFTY BANK","16FEB2024"
"171","AURIONPRO","Aurionpro Solutions Limited","false","Information Technology","Information Technology","IT - Software","Computers - Software & Consulting","2131","2134.07","528811.17","259117.47","NIFTY IT","16FEB2024"
"172","AUROPHARMA","Aurobindo Pharma Limited","true","Healthcare","Healthcare","Pharmaceuticals & Biotechnology","Pharmaceuticals","1034.95","1037.31","6064171.63","2910802.38","NIFTY PHARMA","16FEB2024"
"173","AURUM","Aurum PropTech Limited","false","Information Technology","Information Technology","IT - Services","IT Enabled Services","152","153.22","43517.13","28286.13","","16FEB2024"
"174","AUSOMENT","Ausom Enterprise Limited","false","Services","Services","Commercial Services & Supplies","Trading & Distributors","95","95.43","12942.37","3365.02","NIFTY 500","16FEB2024"
"175","AUTOAXLES","Automotive Axles Limited","false","Consumer Discretionary","Automobile and Auto Components","Auto Components","Auto Components & Equipments","1943","1938.65","293625.67","85151.45","NIFTY AUTO","16FEB2024"
"176","AUTOIND","Autoline Industries Limited","false","Consumer Discretionary","Automobile and Auto Components","Auto Components","Auto Components & Equipments","154","156.27","60003.27","30601.67","NIFTY AUTO","16FEB2024"
"177","AVADHSUGAR","Avadh Sugar & Energy Limited","false","Fast Moving Consumer Goods","Fast Moving Consumer Goods","Agricultural Food & other Products","Sugar","625.3","625.16","125175.18","48818.32","NIFTY FMCG","16FEB2024"
"178","AVALON","Avalon Technologies Limited","false","Industrials","Capital Goods","Electrical Equipment","Other Electrical Equipment","507","505.8","332853.45","103184.57","","16FEB2024"
"179","AVANTIFEED","Avanti Feeds Limited","false","Fast Moving Consumer Goods","Fast Moving Consumer Goods","Food Products","Animal Feed","504.9","511.05","687904.19","199492.21","NIFTY 500","16FEB2024"
"180","AVG","AVG Logistics Limited","false","Services","Services","Transport Services","Logistics Solution Provider","450.15","452.42","53006.38","16962.04","","16FEB2024"
"181","AVONMORE","Avonmore Capital & Management Services Limited","false","Financial Services","Financial Services","Finance","Non Banking Financial Company (NBFC)","115.5","117.21","26972.97","8361.62","","16FEB2024"
"182","AVROIND","AVRO INDIA LIMITED","false","Consumer Discretionary","Consumer Durables","Consumer Durables","Plastic Products - Consumer","135.1","136.6","13628.08","3952.14","","16FEB2024"
"183","AVTNPL","AVT Natural Products Limited","false","Fast Moving Consumer Goods","Fast Moving Consumer Goods","Agricultural Food & other Products","Other Agricultural Products","96.1","97.65","146344.92","33659.33","NIFTY FMCG","16FEB2024"
"184","AWHCL","Antony Waste Handling Cell Limited","false","Utilities","Utilities","Other Utilities","Waste Management","503.1","508.1","142790.35","77106.79","","16FEB2024"
"185","AWL","Adani Wilmar Limited","false","Fast Moving Consumer Goods","Fast Moving Consumer Goods","Agricultural Food & other Products","Edible Oil","345.6","345.98","4491689.26","539002.71","","16FEB2024"
"186","AXISBANK","Axis Bank Limited","true","Financial Services","Financial Services","Banks","Private Sector Bank","1068","1067.1","32950220.56","29655198.5","NIFTY BANK","16FEB2024"
"187","AXISCADES","AXISCADES Technologies Limited","false","Information Technology","Information Technology","IT - Services","IT Enabled Services","722.15","730.37","301716.02","117669.25","NIFTY IT","16FEB2024"
"188","AXITA","Axita Cotton Limited","false","Consumer Discretionary","Textiles","Textiles & Apparels","Other Textile Products","24.95","24.9","65089.56","19526.87","","16FEB2024"
"189","AYMSYNTEX","AYM Syntex Limited","false","Consumer Discretionary","Textiles","Textiles & Apparels","Other Textile Products","78","77.68","39467.43","10261.53","NIFTY 500","16FEB2024"
"190","AZAD","Azad Engineering Limited","false","Industrials","Capital Goods","Electrical Equipment","Heavy Electrical Equipment","1115","1118.41","659109.87","112048.68","NA","16FEB2024"
"191","BAFNAPH","Bafna Pharmaceuticals Limited","false","Healthcare","Healthcare","Pharmaceuticals & Biotechnology","Pharmaceuticals","90.8","90.12","21479.95","2362.79","","16FEB2024"
"192","BAGFILMS","B.A.G Films and Media Limited","false","Consumer Discretionary","Media Entertainment & Publication","Entertainment","TV Broadcasting & Software Production","11.6","11.49","22938.74","12157.53","NIFTY MEDIA","16FEB2024"
"193","BAIDFIN","Baid Finserv Limited","false","Financial Services","Financial Services","Finance","Non Banking Financial Company (NBFC)","27.3","27.39","32778.65","21306.12","","16FEB2024"
"194","BAJAJ-AUTO","Bajaj Auto Limited","true","Consumer Discretionary","Automobile and Auto Components","Automobiles","2/3 Wheelers","8344","8351.05","23628518.84","9451407.54","NIFTY AUTO","16FEB2024"
"195","BAJAJCON","Bajaj Consumer Care Limited","false","Fast Moving Consumer Goods","Fast Moving Consumer Goods","Personal Products","Personal Care","211.8","212.75","302081.87","184269.94","NIFTY FMCG","16FEB2024"
"196","BAJAJELEC","Bajaj Electricals Limited","false","Consumer Discretionary","Consumer Durables","Consumer Durables","Household Appliances","1020.8","1026.69","1174960.74","422985.87","NIFTY INDIA CONSUMPTION","16FEB2024"
"197","BAJAJFINSV","Bajaj Finserv Limited","true","Financial Services","Financial Services","Finance","Holding Company","1575","1573.72","25128948.8","8543842.59","NIFTY FINANCIAL SERVICES","16FEB2024"
"198","BAJAJHCARE","Bajaj Healthcare Limited","false","Healthcare","Healthcare","Pharmaceuticals & Biotechnology","Pharmaceuticals","327","328.37","90246.77","28878.97","","16FEB2024"
"199","BAJAJHIND","Bajaj Hindusthan Sugar Limited","false","Fast Moving Consumer Goods","Fast Moving Consumer Goods","Agricultural Food & other Products","Sugar","36.4","36.81","464959.02","306872.95","NIFTY FMCG","16FEB2024"
"200","BAJAJHLDNG","Bajaj Holdings & Investment Limited","false","Financial Services","Financial Services","Finance","Holding Company","8850","8795.09","9849475.64","3841295.5","NIFTY FINANCIAL SERVICES","16FEB2024"
"201","BAJEL","Bajel Projects Limited","false","Utilities","Power","Power","Integrated Power Utilities","231","242.57","265885.51","95718.78","NA","16FEB2024"
"202","BAJFINANCE","Bajaj Finance Limited","true","Financial Services","Financial Services","Finance","Non Banking Financial Company (NBFC)","6614","6621.07","40876046.31","18394220.84","NIFTY FINANCIAL SERVICES","16FEB2024"
"203","BALAJITELE","Balaji Telefilms Limited","false","Consumer Discretionary","Media Entertainment & Publication","Entertainment","Media & Entertainment","126","128.18","127424.36","52243.99","NIFTY MEDIA","16FEB2024"
"204","BALAMINES","Balaji Amines Limited","false","Commodities","Chemicals","Chemicals & Petrochemicals","Specialty Chemicals","2255.2","2281.09","730707.35","233826.35","NIFTY 500","16FEB2024"
"205","BALAXI","BALAXI PHARMACEUTICALS LIMITED","false","Healthcare","Healthcare","Pharmaceuticals & Biotechnology","Pharmaceuticals","623.8","631.26","63815.99","16592.16","NIFTY 500","16FEB2024"
"206","BALKRISHNA","Balkrishna Paper Mills Limited","false","Commodities","Forest Materials","Paper Forest & Jute Products","Paper & Paper Products","39.8","40.76","4274.46","1752.53","NIFTY 500","16FEB2024"
"207","BALKRISIND","Balkrishna Industries Limited","true","Consumer Discretionary","Automobile and Auto Components","Auto Components","Tyres & Rubber Products","2334","2343.85","4512023.21","1849929.52","NIFTY AUTO","16FEB2024"
"208","BALMLAWRIE","Balmer Lawrie & Company Limited","false","Diversified","Diversified","Diversified","Diversified","254.6","257.16","435375.79","165442.8","NIFTY 500","16FEB2024"
"209","BALPHARMA","Bal Pharma Limited","false","Healthcare","Healthcare","Pharmaceuticals & Biotechnology","Pharmaceuticals","120.1","119.77","18981.05","9110.9","NIFTY PHARMA","16FEB2024"
"210","BALRAMCHIN","Balrampur Chini Mills Limited","true","Fast Moving Consumer Goods","Fast Moving Consumer Goods","Agricultural Food & other Products","Sugar","372.2","373.16","750910.69","428019.09","NIFTY FMCG","16FEB2024"
"211","BANARBEADS","Banaras Beads Limited","false","Consumer Discretionary","Consumer Durables","Consumer Durables","Gems Jewellery And Watches","102","103.37","6768.95","2504.51","NIFTY 500","16FEB2024"
"212","BANARISUG","Bannari Amman Sugars Limited","false","Fast Moving Consumer Goods","Fast Moving Consumer Goods","Agricultural Food & other Products","Sugar","2531.35","2521.61","317423.7","66658.98","NIFTY FMCG","16FEB2024"
"213","BANCOINDIA","Banco Products (I) Limited","false","Consumer Discretionary","Automobile and Auto Components","Auto Components","Auto Components & Equipments","685.05","687.43","489938.51","151880.94","NIFTY AUTO","16FEB2024"
"214","BANDHANBNK","Bandhan Bank Limited","true","Financial Services","Financial Services","Banks","Private Sector Bank","201","201.84","3237924.18","1521824.37","NIFTY BANK","16FEB2024"
"215","BANG","Bang Overseas Limited","false","Consumer Discretionary","Textiles","Textiles & Apparels","Garments & Apparels","50.25","0","6813.9","0","NIFTY 500","16FEB2024"
"216","BANKA","Banka BioLoo Limited","false","Industrials","Construction","Construction","Civil Construction","0","0","13655.85","0","","16FEB2024"
"217","BANKBARODA","Bank of Baroda","true","Financial Services","Financial Services","Banks","Public Sector Bank","275.4","277.99","14241931.44","5127095.32","NIFTY BANK","16FEB2024"
"218","BANKINDIA","Bank of India","false","Financial Services","Financial Services","Banks","Public Sector Bank","143.95","146.48","6553565.39","1769462.66","NIFTY BANK","16FEB2024"
"219","BANSWRAS","Banswara Syntex Limited","false","Consumer Discretionary","Textiles","Textiles & Apparels","Other Textile Products","152","152.31","52032.77","22374.09","NIFTY 500","16FEB2024"
"220","BARBEQUE","Barbeque Nation Hospitality Limited","false","Consumer Discretionary","Consumer Services","Leisure Services","Restaurants","629.2","630.36","245833.32","135208.32","","16FEB2024"
"221","BASF","BASF India Limited","false","Commodities","Chemicals","Chemicals & Petrochemicals","Specialty Chemicals","3365.25","3358.37","1456670","378734.2","NIFTY 500","16FEB2024"
"222","BASML","Bannari Amman Spinning Mills Limited","false","Consumer Discretionary","Textiles","Textiles & Apparels","Other Textile Products","51.95","51.3","33685.35","9768.75","NIFTY 500","16FEB2024"
"223","BATAINDIA","Bata India Limited","true","Consumer Discretionary","Consumer Durables","Consumer Durables","Footwear","1436","1427.51","1845655.47","922827.74","NIFTY 500","16FEB2024"
"224","BAYERCROP","Bayer Cropscience Limited","false","Commodities","Chemicals","Fertilizers & Agrochemicals","Pesticides & Agrochemicals","5848.95","5852.05","2930747.76","820609.37","NA","16FEB2024"
"225","BBL","Bharat Bijlee Limited","false","Industrials","Capital Goods","Electrical Equipment","Other Electrical Equipment","5820.5","5852.22","328949.05","217106.37","NIFTY 500","16FEB2024"
"226","BBOX","Black Box Limited","false","Information Technology","Information Technology","IT - Services","IT Enabled Services","271.3","278.54","455853.43","123080.42","","16FEB2024"
"227","BBTC","Bombay Burmah Trading Corporation Limited","false","Fast Moving Consumer Goods","Fast Moving Consumer Goods","Food Products","Packaged Foods","1759","1780.63","1227287.72","306821.93","NIFTY 500","16FEB2024"
"228","BBTCL","B&B Triplewall Containers Limited","false","Industrials","Capital Goods","Industrial Products","Packaging","268.25","270.07","55021.4","15956.21","","16FEB2024"
"229","BCG","Brightcom Group Limited","false","Information Technology","Information Technology","IT - Services","IT Enabled Services","18.1","18.24","365243.86","299499.96","NIFTY IT","16FEB2024"
